values,indic_de,unit,geo,time
11.8,PC_Y0_14,PC,DEE08,2019
11.5,PC_Y0_14,PC,DEE09,2019
11.2,PC_Y0_14,PC,DEE0A,2019
12.8,PC_Y0_14,PC,DEE0B,2019
11.7,PC_Y0_14,PC,DEE0C,2019
12.2,PC_Y0_14,PC,DEE0D,2019
11.5,PC_Y0_14,PC,DEE0E,2019
13.1,PC_Y0_14,PC,DEF01,2019
12.4,PC_Y0_14,PC,DEF02,2019
12.5,PC_Y0_14,PC,DEF03,2019
13.5,PC_Y0_14,PC,DEF04,2019
12.7,PC_Y0_14,PC,DEF05,2019
14.3,PC_Y0_14,PC,DEF06,2019
12.6,PC_Y0_14,PC,DEF07,2019
11.7,PC_Y0_14,PC,DEF08,2019
14.1,PC_Y0_14,PC,DEF09,2019
12.9,PC_Y0_14,PC,DEF0A,2019
13.6,PC_Y0_14,PC,DEF0B,2019
13.8,PC_Y0_14,PC,DEF0C,2019
14.0,PC_Y0_14,PC,DEF0D,2019
13.2,PC_Y0_14,PC,DEF0E,2019
14.3,PC_Y0_14,PC,DEF0F,2019
13.5,PC_Y0_14,PC,DEG01,2019
12.2,PC_Y0_14,PC,DEG02,2019
13.4,PC_Y0_14,PC,DEG03,2019
10.3,PC_Y0_14,PC,DEG04,2019
13.9,PC_Y0_14,PC,DEG05,2019
14.4,PC_Y0_14,PC,DEG06,2019
12.6,PC_Y0_14,PC,DEG07,2019
13.5,PC_Y0_14,PC,DEG09,2019
12.0,PC_Y0_14,PC,DEG0A,2019
12.1,PC_Y0_14,PC,DEG0B,2019
12.8,PC_Y0_14,PC,DEG0C,2019
13.2,PC_Y0_14,PC,DEG0D,2019
12.3,PC_Y0_14,PC,DEG0E,2019
12.6,PC_Y0_14,PC,DEG0F,2019
14.0,PC_Y0_14,PC,DEG0G,2019
11.2,PC_Y0_14,PC,DEG0H,2019
11.6,PC_Y0_14,PC,DEG0I,2019
12.8,PC_Y0_14,PC,DEG0J,2019
12.4,PC_Y0_14,PC,DEG0K,2019
11.7,PC_Y0_14,PC,DEG0L,2019
11.5,PC_Y0_14,PC,DEG0M,2019
12.8,PC_Y0_14,PC,DEG0N,2019
12.7,PC_Y0_14,PC,DEG0P,2019
15.5,PC_Y0_14,PC,DK011,2019
18.2,PC_Y0_14,PC,DK012,2019
17.3,PC_Y0_14,PC,DK013,2019
13.5,PC_Y0_14,PC,DK014,2019
17.6,PC_Y0_14,PC,DK021,2019
15.3,PC_Y0_14,PC,DK022,2019
15.7,PC_Y0_14,PC,DK031,2019
16.7,PC_Y0_14,PC,DK032,2019
17.2,PC_Y0_14,PC,DK041,2019
16.9,PC_Y0_14,PC,DK042,2019
15.8,PC_Y0_14,PC,DK050,2019
17.5,PC_Y0_14,PC,EE001,2019
15.2,PC_Y0_14,PC,EE004,2019
15.9,PC_Y0_14,PC,EE006,2019
13.6,PC_Y0_14,PC,EE007,2019
16.3,PC_Y0_14,PC,EE008,2019
14.3,PC_Y0_14,PC,EL301,2019
15.2,PC_Y0_14,PC,EL302,2019
13.2,PC_Y0_14,PC,EL303,2019
14.0,PC_Y0_14,PC,EL304,2019
15.4,PC_Y0_14,PC,EL305,2019
17.1,PC_Y0_14,PC,EL306,2019
13.9,PC_Y0_14,PC,EL307,2019
17.0,PC_Y0_14,PC,EL411,2019
16.6,PC_Y0_14,PC,EL412,2019
15.9,PC_Y0_14,PC,EL413,2019
16.5,PC_Y0_14,PC,EL421,2019
16.4,PC_Y0_14,PC,EL422,2019
16.7,PC_Y0_14,PC,EL431,2019
14.1,PC_Y0_14,PC,EL432,2019
16.5,PC_Y0_14,PC,EL433,2019
16.1,PC_Y0_14,PC,EL434,2019
13.1,PC_Y0_14,PC,EL511,2019
16.5,PC_Y0_14,PC,EL512,2019
12.7,PC_Y0_14,PC,EL513,2019
13.3,PC_Y0_14,PC,EL514,2019
13.7,PC_Y0_14,PC,EL515,2019
14.8,PC_Y0_14,PC,EL521,2019
14.5,PC_Y0_14,PC,EL522,2019
14.0,PC_Y0_14,PC,EL523,2019
13.4,PC_Y0_14,PC,EL524,2019
14.5,PC_Y0_14,PC,EL525,2019
11.9,PC_Y0_14,PC,EL526,2019
14.2,PC_Y0_14,PC,EL527,2019
13.2,PC_Y0_14,PC,EL531,2019
12.6,PC_Y0_14,PC,EL532,2019
14.0,PC_Y0_14,PC,EL533,2019
13.4,PC_Y0_14,PC,EL541,2019
12.4,PC_Y0_14,PC,EL542,2019
12.6,PC_Y0_14,PC,EL543,2019
12.6,PC_Y0_14,PC,EL611,2019
15.0,PC_Y0_14,PC,EL612,2019
13.6,PC_Y0_14,PC,EL613,2019
15.6,PC_Y0_14,PC,EL621,2019
14.3,PC_Y0_14,PC,EL622,2019
14.2,PC_Y0_14,PC,EL623,2019
14.7,PC_Y0_14,PC,EL624,2019
14.1,PC_Y0_14,PC,EL631,2019
14.8,PC_Y0_14,PC,EL632,2019
12.7,PC_Y0_14,PC,EL633,2019
14.4,PC_Y0_14,PC,EL641,2019
14.2,PC_Y0_14,PC,EL642,2019
10.7,PC_Y0_14,PC,EL643,2019
14.2,PC_Y0_14,PC,EL644,2019
10.4,PC_Y0_14,PC,EL645,2019
13.7,PC_Y0_14,PC,EL651,2019
14.5,PC_Y0_14,PC,EL652,2019
13.0,PC_Y0_14,PC,EL653,2019
12.1,PC_Y0_14,PC,ES111,2019
10.1,PC_Y0_14,PC,ES112,2019
9.8,PC_Y0_14,PC,ES113,2019
12.8,PC_Y0_14,PC,ES114,2019
11.0,PC_Y0_14,PC,ES120,2019
13.3,PC_Y0_14,PC,ES130,2019
15.1,PC_Y0_14,PC,ES211,2019
14.5,PC_Y0_14,PC,ES212,2019
13.5,PC_Y0_14,PC,ES213,2019
15.5,PC_Y0_14,PC,ES220,2019
14.5,PC_Y0_14,PC,ES230,2019
13.6,PC_Y0_14,PC,ES241,2019
12.9,PC_Y0_14,PC,ES242,2019
14.4,PC_Y0_14,PC,ES243,2019
15.5,PC_Y0_14,PC,ES300,2019
12.2,PC_Y0_14,PC,ES411,2019
12.9,PC_Y0_14,PC,ES412,2019
10.6,PC_Y0_14,PC,ES413,2019
11.2,PC_Y0_14,PC,ES414,2019
11.6,PC_Y0_14,PC,ES415,2019
13.2,PC_Y0_14,PC,ES416,2019
12.2,PC_Y0_14,PC,ES417,2019
13.2,PC_Y0_14,PC,ES418,2019
9.5,PC_Y0_14,PC,ES419,2019
14.4,PC_Y0_14,PC,ES421,2019
14.3,PC_Y0_14,PC,ES422,2019
12.6,PC_Y0_14,PC,ES423,2019
16.4,PC_Y0_14,PC,ES424,2019
16.3,PC_Y0_14,PC,ES425,2019
14.3,PC_Y0_14,PC,ES431,2019
12.5,PC_Y0_14,PC,ES432,2019
15.4,PC_Y0_14,PC,ES511,2019
16.3,PC_Y0_14,PC,ES512,2019
15.1,PC_Y0_14,PC,ES513,2019
16.0,PC_Y0_14,PC,ES514,2019
14.6,PC_Y0_14,PC,ES521,2019
15.1,PC_Y0_14,PC,ES522,2019
15.0,PC_Y0_14,PC,ES523,2019
14.1,PC_Y0_14,PC,ES531,2019
15.1,PC_Y0_14,PC,ES532,2019
14.3,PC_Y0_14,PC,ES533,2019
17.3,PC_Y0_14,PC,ES611,2019
16.1,PC_Y0_14,PC,ES612,2019
14.7,PC_Y0_14,PC,ES613,2019
15.3,PC_Y0_14,PC,ES614,2019
15.7,PC_Y0_14,PC,ES615,2019
14.2,PC_Y0_14,PC,ES616,2019
15.7,PC_Y0_14,PC,ES617,2019
16.7,PC_Y0_14,PC,ES618,2019
17.2,PC_Y0_14,PC,ES620,2019
20.4,PC_Y0_14,PC,ES630,2019
23.7,PC_Y0_14,PC,ES640,2019
10.9,PC_Y0_14,PC,ES703,2019
15.1,PC_Y0_14,PC,ES704,2019
12.9,PC_Y0_14,PC,ES705,2019
10.2,PC_Y0_14,PC,ES706,2019
11.6,PC_Y0_14,PC,ES707,2019
15.4,PC_Y0_14,PC,ES708,2019
13.1,PC_Y0_14,PC,ES709,2019
16.0,PC_Y0_14,PC,FI193,2019
16.7,PC_Y0_14,PC,FI194,2019
17.3,PC_Y0_14,PC,FI195,2019
14.8,PC_Y0_14,PC,FI196,2019
16.0,PC_Y0_14,PC,FI197,2019
16.6,PC_Y0_14,PC,FI1B1,2019
15.0,PC_Y0_14,PC,FI1C1,2019
15.5,PC_Y0_14,PC,FI1C2,2019
14.7,PC_Y0_14,PC,FI1C3,2019
13.6,PC_Y0_14,PC,FI1C4,2019
13.6,PC_Y0_14,PC,FI1C5,2019
12.8,PC_Y0_14,PC,FI1D1,2019
14.8,PC_Y0_14,PC,FI1D2,2019
14.1,PC_Y0_14,PC,FI1D3,2019
18.9,PC_Y0_14,PC,FI1D5,2019
15.1,PC_Y0_14,PC,FI1D7,2019
14.1,PC_Y0_14,PC,FI1D8,2019
19.6,PC_Y0_14,PC,FI1D9,2019
,PC_Y0_14,PC,FI200,2019
13.8,PC_Y0_14,PC,FR101,2019
21.0,PC_Y0_14,PC,FR102,2019
20.3,PC_Y0_14,PC,FR103,2019
20.8,PC_Y0_14,PC,FR104,2019
18.8,PC_Y0_14,PC,FR105,2019
22.6,PC_Y0_14,PC,FR106,2019
19.5,PC_Y0_14,PC,FR107,2019
22.0,PC_Y0_14,PC,FR108,2019
15.7,PC_Y0_14,PC,FRB01,2019
19.1,PC_Y0_14,PC,FRB02,2019
14.6,PC_Y0_14,PC,FRB03,2019
17.1,PC_Y0_14,PC,FRB04,2019
16.8,PC_Y0_14,PC,FRB05,2019
19.0,PC_Y0_14,PC,FRB06,2019
16.3,PC_Y0_14,PC,FRC11,2019
14.2,PC_Y0_14,PC,FRC12,2019
16.2,PC_Y0_14,PC,FRC13,2019
17.0,PC_Y0_14,PC,FRC14,2019
18.3,PC_Y0_14,PC,FRC21,2019
16.9,PC_Y0_14,PC,FRC22,2019
17.0,PC_Y0_14,PC,FRC23,2019
17.6,PC_Y0_14,PC,FRC24,2019
16.8,PC_Y0_14,PC,FRD11,2019
16.2,PC_Y0_14,PC,FRD12,2019
16.2,PC_Y0_14,PC,FRD13,2019
19.4,PC_Y0_14,PC,FRD21,2019
18.1,PC_Y0_14,PC,FRD22,2019
19.4,PC_Y0_14,PC,FRE11,2019
19.1,PC_Y0_14,PC,FRE12,2019
18.8,PC_Y0_14,PC,FRE21,2019
19.9,PC_Y0_14,PC,FRE22,2019
17.6,PC_Y0_14,PC,FRE23,2019
16.8,PC_Y0_14,PC,FRF11,2019
17.6,PC_Y0_14,PC,FRF12,2019
17.2,PC_Y0_14,PC,FRF21,2019
18.1,PC_Y0_14,PC,FRF22,2019
17.7,PC_Y0_14,PC,FRF23,2019
15.7,PC_Y0_14,PC,FRF24,2019
16.9,PC_Y0_14,PC,FRF31,2019
16.8,PC_Y0_14,PC,FRF32,2019
16.7,PC_Y0_14,PC,FRF33,2019
15.9,PC_Y0_14,PC,FRF34,2019
18.9,PC_Y0_14,PC,FRG01,2019
18.3,PC_Y0_14,PC,FRG02,2019
18.5,PC_Y0_14,PC,FRG03,2019
18.1,PC_Y0_14,PC,FRG04,2019
17.3,PC_Y0_14,PC,FRG05,2019
16.5,PC_Y0_14,PC,FRH01,2019
16.3,PC_Y0_14,PC,FRH02,2019
18.6,PC_Y0_14,PC,FRH03,2019
16.5,PC_Y0_14,PC,FRH04,2019
14.0,PC_Y0_14,PC,FRI11,2019
17.0,PC_Y0_14,PC,FRI12,2019
15.7,PC_Y0_14,PC,FRI13,2019
16.0,PC_Y0_14,PC,FRI14,2019
15.7,PC_Y0_14,PC,FRI15,2019
14.7,PC_Y0_14,PC,FRI21,2019
13.3,PC_Y0_14,PC,FRI22,2019
15.4,PC_Y0_14,PC,FRI23,2019
15.4,PC_Y0_14,PC,FRI31,2019
14.8,PC_Y0_14,PC,FRI32,2019
17.4,PC_Y0_14,PC,FRI33,2019
16.5,PC_Y0_14,PC,FRI34,2019
16.0,PC_Y0_14,PC,FRJ11,2019
17.1,PC_Y0_14,PC,FRJ12,2019
16.7,PC_Y0_14,PC,FRJ13,2019
15.1,PC_Y0_14,PC,FRJ14,2019
16.1,PC_Y0_14,PC,FRJ15,2019
15.3,PC_Y0_14,PC,FRJ21,2019
15.1,PC_Y0_14,PC,FRJ22,2019
17.5,PC_Y0_14,PC,FRJ23,2019
14.9,PC_Y0_14,PC,FRJ24,2019
13.7,PC_Y0_14,PC,FRJ25,2019
14.3,PC_Y0_14,PC,FRJ26,2019
16.3,PC_Y0_14,PC,FRJ27,2019
18.5,PC_Y0_14,PC,FRJ28,2019
14.9,PC_Y0_14,PC,FRK11,2019
13.8,PC_Y0_14,PC,FRK12,2019
16.4,PC_Y0_14,PC,FRK13,2019
16.2,PC_Y0_14,PC,FRK14,2019
19.7,PC_Y0_14,PC,FRK21,2019
16.3,PC_Y0_14,PC,FRK22,2019
18.3,PC_Y0_14,PC,FRK23,2019
18.9,PC_Y0_14,PC,FRK24,2019
18.1,PC_Y0_14,PC,FRK25,2019
18.9,PC_Y0_14,PC,FRK26,2019
17.1,PC_Y0_14,PC,FRK27,2019
19.2,PC_Y0_14,PC,FRK28,2019
15.7,PC_Y0_14,PC,FRL01,2019
16.3,PC_Y0_14,PC,FRL02,2019
15.8,PC_Y0_14,PC,FRL03,2019
17.7,PC_Y0_14,PC,FRL04,2019
15.7,PC_Y0_14,PC,FRL05,2019
17.9,PC_Y0_14,PC,FRL06,2019
15.0,PC_Y0_14,PC,FRM01,2019
15.1,PC_Y0_14,PC,FRM02,2019
18.0,PC_Y0_14,PC,FRY10,2019
15.9,PC_Y0_14,PC,FRY20,2019
32.2,PC_Y0_14,PC,FRY30,2019
22.5,PC_Y0_14,PC,FRY40,2019
43.8,PC_Y0_14,PC,FRY50,2019
12.4,PC_Y0_14,PC,HR031,2019
12.8,PC_Y0_14,PC,HR032,2019
14.9,PC_Y0_14,PC,HR033,2019
13.1,PC_Y0_14,PC,HR034,2019
15.0,PC_Y0_14,PC,HR035,2019
13.2,PC_Y0_14,PC,HR036,2019
15.3,PC_Y0_14,PC,HR037,2019
15.1,PC_Y0_14,PC,HR041,2019
14.8,PC_Y0_14,PC,HR042,2019
13.7,PC_Y0_14,PC,HR043,2019
14.2,PC_Y0_14,PC,HR044,2019
14.8,PC_Y0_14,PC,HR045,2019
16.2,PC_Y0_14,PC,HR046,2019
14.5,PC_Y0_14,PC,HR047,2019
14.7,PC_Y0_14,PC,HR048,2019
14.8,PC_Y0_14,PC,HR049,2019
14.9,PC_Y0_14,PC,HR04A,2019
14.1,PC_Y0_14,PC,HR04B,2019
14.9,PC_Y0_14,PC,HR04C,2019
13.1,PC_Y0_14,PC,HR04D,2019
13.7,PC_Y0_14,PC,HR04E,2019
13.4,PC_Y0_14,PC,HU110,2019
16.8,PC_Y0_14,PC,HU120,2019
14.5,PC_Y0_14,PC,HU211,2019
14.7,PC_Y0_14,PC,HU212,2019
13.9,PC_Y0_14,PC,HU213,2019
14.9,PC_Y0_14,PC,HU221,2019
13.3,PC_Y0_14,PC,HU222,2019
12.9,PC_Y0_14,PC,HU223,2019
13.8,PC_Y0_14,PC,HU231,2019
13.5,PC_Y0_14,PC,HU232,2019
13.8,PC_Y0_14,PC,HU233,2019
15.8,PC_Y0_14,PC,HU311,2019
14.3,PC_Y0_14,PC,HU312,2019
13.7,PC_Y0_14,PC,HU313,2019
15.0,PC_Y0_14,PC,HU321,2019
14.6,PC_Y0_14,PC,HU322,2019
15.9,PC_Y0_14,PC,HU323,2019
14.4,PC_Y0_14,PC,HU331,2019
12.9,PC_Y0_14,PC,HU332,2019
13.4,PC_Y0_14,PC,HU333,2019
21.3,PC_Y0_14,PC,IE041,2019
20.3,PC_Y0_14,PC,IE042,2019
20.3,PC_Y0_14,PC,IE051,2019
20.9,PC_Y0_14,PC,IE052,2019
20.2,PC_Y0_14,PC,IE053,2019
19.0,PC_Y0_14,PC,IE061,2019
22.7,PC_Y0_14,PC,IE062,2019
22.7,PC_Y0_14,PC,IE063,2019
18.9,PC_Y0_14,PC,IS001,2019
19.2,PC_Y0_14,PC,IS002,2019
12.6,PC_Y0_14,PC,ITC11,2019
11.4,PC_Y0_14,PC,ITC12,2019
10.8,PC_Y0_14,PC,ITC13,2019
11.2,PC_Y0_14,PC,ITC14,2019
12.9,PC_Y0_14,PC,ITC15,2019
13.4,PC_Y0_14,PC,ITC16,2019
12.2,PC_Y0_14,PC,ITC17,2019
11.2,PC_Y0_14,PC,ITC18,2019
13.1,PC_Y0_14,PC,ITC20,2019
11.1,PC_Y0_14,PC,ITC31,2019
11.0,PC_Y0_14,PC,ITC32,2019
11.1,PC_Y0_14,PC,ITC33,2019
11.3,PC_Y0_14,PC,ITC34,2019
13.5,PC_Y0_14,PC,ITC41,2019
13.5,PC_Y0_14,PC,ITC42,2019
13.5,PC_Y0_14,PC,ITC43,2019
12.9,PC_Y0_14,PC,ITC44,2019
14.5,PC_Y0_14,PC,ITC46,2019
14.2,PC_Y0_14,PC,ITC47,2019
12.3,PC_Y0_14,PC,ITC48,2019
14.0,PC_Y0_14,PC,ITC49,2019
12.8,PC_Y0_14,PC,ITC4A,2019
13.3,PC_Y0_14,PC,ITC4B,2019
13.5,PC_Y0_14,PC,ITC4C,2019
13.9,PC_Y0_14,PC,ITC4D,2019
12.0,PC_Y0_14,PC,ITF11,2019
12.5,PC_Y0_14,PC,ITF12,2019
13.0,PC_Y0_14,PC,ITF13,2019
12.2,PC_Y0_14,PC,ITF14,2019
11.1,PC_Y0_14,PC,ITF21,2019
11.4,PC_Y0_14,PC,ITF22,2019
15.0,PC_Y0_14,PC,ITF31,2019
12.2,PC_Y0_14,PC,ITF32,2019
15.2,PC_Y0_14,PC,ITF33,2019
12.3,PC_Y0_14,PC,ITF34,2019
13.4,PC_Y0_14,PC,ITF35,2019
13.1,PC_Y0_14,PC,ITF43,2019
12.5,PC_Y0_14,PC,ITF44,2019
12.3,PC_Y0_14,PC,ITF45,2019
13.7,PC_Y0_14,PC,ITF46,2019
13.2,PC_Y0_14,PC,ITF47,2019
14.0,PC_Y0_14,PC,ITF48,2019
11.6,PC_Y0_14,PC,ITF51,2019
12.4,PC_Y0_14,PC,ITF52,2019
12.6,PC_Y0_14,PC,ITF61,2019
14.5,PC_Y0_14,PC,ITF62,2019
12.9,PC_Y0_14,PC,ITF63,2019
13.3,PC_Y0_14,PC,ITF64,2019
13.8,PC_Y0_14,PC,ITF65,2019
12.9,PC_Y0_14,PC,ITG11,2019
14.4,PC_Y0_14,PC,ITG12,2019
12.4,PC_Y0_14,PC,ITG13,2019
13.3,PC_Y0_14,PC,ITG14,2019
13.7,PC_Y0_14,PC,ITG15,2019
12.5,PC_Y0_14,PC,ITG16,2019
14.6,PC_Y0_14,PC,ITG17,2019
14.3,PC_Y0_14,PC,ITG18,2019
13.5,PC_Y0_14,PC,ITG19,2019
11.2,PC_Y0_14,PC,ITG25,2019
11.6,PC_Y0_14,PC,ITG26,2019
11.4,PC_Y0_14,PC,ITG27,2019
10.1,PC_Y0_14,PC,ITG28,2019
12.7,PC_Y0_14,PC,ITG29,2019
12.1,PC_Y0_14,PC,ITG2A,2019
10.5,PC_Y0_14,PC,ITG2B,2019
9.7,PC_Y0_14,PC,ITG2C,2019
15.8,PC_Y0_14,PC,ITH10,2019
14.4,PC_Y0_14,PC,ITH20,2019
14.0,PC_Y0_14,PC,ITH31,2019
13.8,PC_Y0_14,PC,ITH32,2019
11.6,PC_Y0_14,PC,ITH33,2019
14.0,PC_Y0_14,PC,ITH34,2019
12.4,PC_Y0_14,PC,ITH35,2019
13.2,PC_Y0_14,PC,ITH36,2019
11.1,PC_Y0_14,PC,ITH37,2019
13.4,PC_Y0_14,PC,ITH41,2019
11.7,PC_Y0_14,PC,ITH42,2019
11.8,PC_Y0_14,PC,ITH43,2019
11.0,PC_Y0_14,PC,ITH44,2019
12.7,PC_Y0_14,PC,ITH51,2019
13.3,PC_Y0_14,PC,ITH52,2019
14.4,PC_Y0_14,PC,ITH53,2019
13.9,PC_Y0_14,PC,ITH54,2019
12.8,PC_Y0_14,PC,ITH55,2019
10.9,PC_Y0_14,PC,ITH56,2019
12.6,PC_Y0_14,PC,ITH57,2019
13.2,PC_Y0_14,PC,ITH58,2019
13.2,PC_Y0_14,PC,ITH59,2019
11.2,PC_Y0_14,PC,ITI11,2019
12.0,PC_Y0_14,PC,ITI12,2019
12.5,PC_Y0_14,PC,ITI13,2019
12.6,PC_Y0_14,PC,ITI14,2019
14.1,PC_Y0_14,PC,ITI15,2019
11.8,PC_Y0_14,PC,ITI16,2019
12.9,PC_Y0_14,PC,ITI17,2019
12.3,PC_Y0_14,PC,ITI18,2019
12.4,PC_Y0_14,PC,ITI19,2019
11.3,PC_Y0_14,PC,ITI1A,2019
12.9,PC_Y0_14,PC,ITI21,2019
11.5,PC_Y0_14,PC,ITI22,2019
13.0,PC_Y0_14,PC,ITI31,2019
12.8,PC_Y0_14,PC,ITI32,2019
12.7,PC_Y0_14,PC,ITI33,2019
11.9,PC_Y0_14,PC,ITI34,2019
12.3,PC_Y0_14,PC,ITI35,2019
12.1,PC_Y0_14,PC,ITI41,2019
11.3,PC_Y0_14,PC,ITI42,2019
13.6,PC_Y0_14,PC,ITI43,2019
13.6,PC_Y0_14,PC,ITI44,2019
12.5,PC_Y0_14,PC,ITI45,2019
14.7,PC_Y0_14,PC,LI000,2019
16.4,PC_Y0_14,PC,LT011,2019
12.8,PC_Y0_14,PC,LT021,2019
15.0,PC_Y0_14,PC,LT022,2019
16.1,PC_Y0_14,PC,LT023,2019
14.7,PC_Y0_14,PC,LT024,2019
13.4,PC_Y0_14,PC,LT025,2019
14.1,PC_Y0_14,PC,LT026,2019
14.7,PC_Y0_14,PC,LT027,2019
15.4,PC_Y0_14,PC,LT028,2019
12.1,PC_Y0_14,PC,LT029,2019
16.1,PC_Y0_14,PC,LU000,2019
15.9,PC_Y0_14,PC,LV003,2019
13.6,PC_Y0_14,PC,LV005,2019
15.5,PC_Y0_14,PC,LV006,2019
18.3,PC_Y0_14,PC,LV007,2019
15.2,PC_Y0_14,PC,LV008,2019
16.2,PC_Y0_14,PC,LV009,2019
18.0,PC_Y0_14,PC,ME000,2019
15.8,PC_Y0_14,PC,MK001,2019
13.8,PC_Y0_14,PC,MK002,2019
14.5,PC_Y0_14,PC,MK003,2019
16.1,PC_Y0_14,PC,MK004,2019
15.2,PC_Y0_14,PC,MK005,2019
16.2,PC_Y0_14,PC,MK006,2019
16.7,PC_Y0_14,PC,MK007,2019
18.4,PC_Y0_14,PC,MK008,2019
13.7,PC_Y0_14,PC,MT001,2019
12.9,PC_Y0_14,PC,MT002,2019
14.2,PC_Y0_14,PC,NL111,2019
14.5,PC_Y0_14,PC,NL112,2019
13.9,PC_Y0_14,PC,NL113,2019
16.0,PC_Y0_14,PC,NL124,2019
16.2,PC_Y0_14,PC,NL125,2019
15.9,PC_Y0_14,PC,NL126,2019
15.6,PC_Y0_14,PC,NL131,2019
14.6,PC_Y0_14,PC,NL132,2019
15.9,PC_Y0_14,PC,NL133,2019
18.1,PC_Y0_14,PC,NL211,2019
16.1,PC_Y0_14,PC,NL212,2019
16.1,PC_Y0_14,PC,NL213,2019
17.1,PC_Y0_14,PC,NL221,2019
16.9,PC_Y0_14,PC,NL224,2019
14.7,PC_Y0_14,PC,NL225,2019
14.9,PC_Y0_14,PC,NL226,2019
18.9,PC_Y0_14,PC,NL230,2019
17.3,PC_Y0_14,PC,NL310,2019
15.8,PC_Y0_14,PC,NL321,2019
15.3,PC_Y0_14,PC,NL323,2019
16.8,PC_Y0_14,PC,NL324,2019
16.4,PC_Y0_14,PC,NL325,2019
16.9,PC_Y0_14,PC,NL327,2019
15.8,PC_Y0_14,PC,NL328,2019
15.3,PC_Y0_14,PC,NL329,2019
17.2,PC_Y0_14,PC,NL332,2019
14.7,PC_Y0_14,PC,NL333,2019
15.7,PC_Y0_14,PC,NL337,2019
17.2,PC_Y0_14,PC,NL33A,2019
16.8,PC_Y0_14,PC,NL33B,2019
16.3,PC_Y0_14,PC,NL33C,2019
13.6,PC_Y0_14,PC,NL341,2019
15.9,PC_Y0_14,PC,NL342,2019
15.0,PC_Y0_14,PC,NL411,2019
15.4,PC_Y0_14,PC,NL412,2019
